City,Operator Name
New york,"TERRY'S_BUS_TRANSPORTATION,_INC."
Elmsford,THE_GUIDING_STAR_TRANSPORTATION_LLC
Dobbs ferry,THE_MASTERS_SCHOOL
Brooklyn,TOA'S_TRAVEL_INC
Elmhurst,TOUR_&_TRAVEL_CONSULTANTS_CORP
St. james,TOWN_BUS_LLC_(SMITHTOWN)
Bayshore,TOWNE_BUS_CORP._(BAYSHORE)
Hempstead,TOWNE_BUS_CORP._(HEMPSTEAD)
Saint james,TOWNE_BUS_CORP_(SMITHTOWN)
Bayshore,TOWNE_BUS_LLC_(BAYSHORE)
North babylon,TOWN_OF_BABYLON
Rochester,TOWN_OF_CHILI
Spring valley,TRANS_COACH_LLC
Glens falls,TRANSIT_CONNECTION
Warwick,TRANSPORTATION_COLLABORATIVE_INC
Auburn,TRANSPORTATION_PROJECT
Rocky point,TRAVEL_BARREL_LLC
Middletown,TRI-STAR_TRANSPORT_CORP
Ronkonkoma,TRUCK_KING_INTERNATIONAL
Livonia,TURBO_TAXI
Freeport,TWIN_OAKS_COUNTRY_DAY_SCHOOL
Centereach,TWISTED_FIVE_INC
Brooklyn,TYMPF_CO_INC
Bellport,UNION_TOURS_EXPRESS_INC
Auburn,UNITED_CEREBRAL_PALSY_ASSOC._OF
Elmira,UNITED_CEREBRAL_PALSY_&_HCA_OF
Bronx,UNITED_ODD_FELLOW_AND_REBEKAH_HOME
Bayshore,UNITY_GREATER_HIGHWAY_CHURCH
Danbury,VALLEY_TOURS_LLC
New york,VAN_CLUB_INTERNATIONAL_INC.
Brooklyn,"VARSITY_BUS_CO.,_INC"
Astoria,VEGA_TRANSPORTATION_CO._INC.
Farmington,VICTOR_ASSOCIATION_OF_CULTURAL_&_PE
Brooklyn,VINNY'S_BUS_SERVICE
Jersey city,VISION_TOURS_CORP
New york,VOLATOUR_INC
Hudson falls,WASHINGTON_COUNTY_HEAD_START
Weedsport,WEEDSPORT_CENTRAL_SCHOOL
Elmsford,WESTCOP_OUTER_LIMITS_TRANS_SERV_INC
Westmoreland,WESTMORELAND_CENTRAL_SCHOOL
West valley,WEST_VALLEY_CENTRAL_SCHOOL
Holtsville,WE_TRANSPORT_INC._(HOLTSVILLE_2)
Plainview,WE_TRANSPORT_INC.(PLAINVIEW)
Saint james,WE_TRANSPORT_INC_(SMITHTOWN)
Bayshore,WE_TRANSPORT_L._P._(BAYSHORE)
St james,WE_TRANSPORT_L.P._(SMITHTOWN)
Scottsville,WHEATLAND-CHILI_CENTRAL_SCHOOL
Brooklyn,WHEELS_OF_FORTUNE_TRANSPORTATION
Whitesville,WHITESVILLE_CENTRAL_SCHOOL
Syracuse,WIL-CARE_TRANSPORTATION_SERVICES_IN
White plains,WINDWARD_SCHOOL
Brooklyn,WNY_LIMOUSINES_SERVICES_LLC
Syosset,WOODBURY_LIMOUSINE_SERVICE_INC.
Wyandanch,WYANDANCH_U.F.S.D.
Elmhurst,XYL_INT'L_CORP
Penn yan,YATES_CO_CHAPTER_NYSARC
Little neck,YUNTONG_TRANSPORTATION
Brooklyn,YURI_ZUR
New york,AGAPE_TRANSPORTATION_INC
Plattsburgh,AGING_AND_HANDICAP_TRANSPORTATION_I
Bronx,ALL_HALLOWS_HIGH_SCHOOL
Cortlandt mannor,ANNSUNCHO_CONSULTANTS/SUNRISE_AMB
Argyle,ARGYLE_CENTRAL_SCHOOL
New windsor,ASSISTED_TRANSPORTATION_CORP.
Astoria,ASTORIA_EXPRESS_TRANSIT
New milford,"AT_YOUR_SERVICE_ENTERPRISES,_LLC"
Brooklyn,A_&_W_TOURS_INC
Brooklyn,BETH_JACOB_OF_BORO_PARK
Syracuse,BIRNIE_BUS_TOURS_INC
Bloomfield,BLOOMFIELD_CENTRAL_SCHOOL
Brooklyn,BNOS_ZION_OF_BOBOV
Johnstown,BOCES_HAMILTON_FULTON_MONT
So. bronx,BRIGHTSIDE_ACADEMY
Brooklyn,BROOKLYN_JESUIT_PREP
W. hempstead,B_Z_TRANSPORTATION_INC
Camden,CAMDEN_CENTRAL_SCHOOL
Canaseraga,CANASERAGA_CENTRAL_SCHOOL
Tonawanda,CARDINAL_O'HARA_HIGH_SCHOOL
Brooklyn,CBT_PARA_TRANSIT_INC.
Mineola,CHAMINADE_HIGH_SCHOOL
Chazy,CHAZY_CENTRAL_RURAL_SCHOOL
Germantown,CRAMDEN_COACH_LLC
Baldwin,CRESCENT_SCHOOL
Delhi,DELAWARE_ACADEMY_CENTRAL_SCHOOL
Norwich,DELAWARE_CHENANGO_BOCES
White plains,D.L.C._LIMOUSIONE_SERVICE_INC.
New york,"DOREWAY,_LLC"
Northville,EDINBURG_COMMON_SCHOOL_DISTRICT
New york,E-EAGLE_TRAVEL_CORP
Amagansett,E._H._S._C.
Sayville,EXECUTIVE_ENTERPRISES_MANAGEMENT
White plains,FAMILY_YMCA_OF_CNT_AND_NOR._WESTCH.
Brooklyn,FAST_HELP_AMBULETTE_SERVICE_INC
Ocean beach,FIRE_ISLAND_UFSD
Buffalo,FIRST_TRANSIT_(OLEAN)
Ronkonkoma,FLEUR_DE_LIS_LIMOUSINE_INC
Florida,FLORIDA_UNION_FREE_SCHOOL_DIST
Frewsburg,FREWSBURG_CENTRAL_SCHOOL
Scotia,GATEWAY_TRANSPORTATION
New york,GENERAL_BUS_INC
Rochester,"GENERATIONS_CHILD_CARE,_INC"
Batavia,GENESEE_C0UNTY_CHAPTER_NYSARC_INC
Glens falls,GLENS_FALLS_CITY_SCHOOL
New york,GLOBAL_BUS_TOUR_INC
Yonkers,GLOBAL_TRANSPORTATION_INC.
Grand island,GRAND_ISLAND_CENTRAL_SCHOOLS
Dobbs ferry,GREENBURGH_NORTHCASTLE_UFSD
Greenville,GREENVILLE_CENTRAL_SCHOOL
Brooklyn,HEART_AMB._CORP.
Raleigh,HIGHLAND_EXPRESS_SHUTTLE_SERVICE
Honeoye,HONEOYE_CENTRAL_SCHOOL_DISTRIC
Ozone park,HUDSON_RIVER_LINE_INC
Rye,ISLAND_CAR_SERVICE
Rochester,JESUS_CHRIST_THE_CHIEF/KREATIVE_KID
Bayside,KATHERINE_BUS_TRANSPORTATION_CORP
Keeseville,"KEESEVILLE'S_KIDS'_COVE,_LLC"
Liverpool,KINDERCARE_LEARNING_CENTER
Kings park,KINGS_PARK_C.S.D.
Speculator,LAKE_PLEASANT_CENTRAL_SCHOOL
Leroy,LEROY_CENTRAL_SCHOOL_DISTRICT
Brooklyn,LIFE_TRANSMED_INC.
Niskayuna,LILY_TRAVEL_SERVICES_LLC
Arverne,LOLITA_TRANSPORTATION
Jamaica,LORMIC_TRANSPORTATION_INC
Brooklyn,LUXOR_LIMO_INC
Oneida,MADISON_CORTLAND_CHAPTER_NYSARC_INC
Mamroneck,MAMARONECK_UNION_FREE_SCHOOL_D
Plainview,MID_ISLAND_YJCC
Freeport,M_&_L_TRAVEL_TOURS_INC.
Bedford hills,M.T.C._CORPORATE_COACH_INC.
Pleasantville,MT._PLEASANT_COTTAGE_SCHOOL
East elmhurst,NATHALLE_TRANSPORTATION
Woodhaven,NEW_JP_LIMOUSINE_CORP
New york mills,NEW_YORK_MILLS_PUBLIC_SCHOOL
New york city,"NEW_YORK_PARTY_SHUTTLE,_LLC"
Brooklyn,NINA_TRANSPORTATION_SERVICE_INC
Glens falls,NORTH_COUNTRY_TRANSPORT
Bohemia,"NORTHEAST_AMBULETTE,_INC."
Brooklyn,NORTH_STAR_TOURS_LLC
Staten island,NOTRE_DAME_ACADEMY
Ridgewood,NOWSTAR_LIMOUSINES
Schenectady,NYS_STATE_FEDS_GREWS_PROC_ASSOC_INC
Oakfield,OAKFIELD-ALABAMA_CENTRAL_SCHOO
Middletown,OCCUPATIONS_INC.
Oneonta,ONEONTA_CITY_SCHOOL_DIST.
Freeport,"ON_POINT_AMBULETTE,_INC."
Brooklyn,"OTSAR_FAMILY_SERVICES,_INC."
Yonkers,PAISANO_TRANSPORTATION_INC
Fairport,PARK_PLACE_BUS_SERVICE
Corfu,PEMBROKE_CENTRAL_SCHOOL_DISTRI
Mahopac,PINE_GROVE_COUNTRY_DAY_SCHOOL_INC.
Brooklyn,PINNACLE_BUS_SERVICE_INC
Poland,POLAND_CENTRAL_SCHOOL
Portville,PORTVILLE_CENTRAL_SCHOOL
Port washington,PORT_WASHINGTON_U.F.S.D.
Brooklyn,PRINCIPAL_TRANSPORTATION_SERVICES
Randolph,RANDOLPH_ACADEMY
Freeport,RAPID_TRANSIT_SERVICE_INC
Brooklyn,RAYMOND_&_JEAN_BUS_SERVICE
Red creek,RED_CREEK_CENTRAL_SCHOOL
Westbury,RED_ROBIN_COUNTRY_DAY_SCHOOL
Bronx,REGENT_SCHOOL
Lake ronkonkoma,RICAR_MEDICAL_TRANSPORT_SERV_INC
Southampton,RIVERHEAD_TAXI_INC
Mt vernon,R&M_AMBULETTE_EXPRESS_INC.
Spring valley,ROCKLAND_AMBULETTE_SERVICE
Broklyn,ROMANTIQUE_TRANS_INC
