City,Operator Name
Kingston,NYS_AGRI_BUSINESS_CHILD_DEV.
Batavia,NYS_AGRI-CHILD_CARE_PROGRAM
Brooklyn,NY_SKY_EXPRESS_INC
Batavia,NYS_SCHOOL_FOR_THE_BLIND
Pelham,NY_STYLE_LIMO_SUV_INC
Binghamton,OCC_TRANSPORT_INC
Odessa,ODESSA_MONTOUR_CENTRAL_SCHOOL
Jamaica,OGO_VAN_SERVICES
Brooklyn,OHOLEI_YOSEF_YITZCHOK_LUBAVITCH_INC
Hamburg,OLD_TIME_BAPTIST_CHURCH
Olean,OLEAN_CHILD_CARE_CENTERS
Olean,OLEAN_CITY_SCHOOLS
Elizabeth,OLYMPIA_TRAILS_BUS_CO._INC.
Richmond Hill,ONCE_UPON_A_TIME
Jackson Heights,ONE_WORLD_AMBULETTE
Warwick,ONFACO_INC._DBA_WHEELCHAIR_GET
Syracuse,ONONDAGA_CORTLAND_MADISON_BOCES
Nedrow,ONONDAGA_C/S_DISTRICT
New York,"OPENTOUR,_INC"
St. Johnsville,OPPENHEIM_EPHRATAH_CSD
Oneonta,OPPORTUNITIES_FOR_OTSEGO
Oriskany,ORISKANY_CENTRAL_SCHOOL
Ossining,OSSINING_UNION_FREE_SCHOOL_DISTRICT
Milford,OTSEGO_AREA_OCCUPATIONAL_CENTE
Oneonta,OTSEGO_COUNTY_CHAPTER_NYSARC_INC.
Syosett,OUR_LADY_OF_MERCY
Centereach,OUR_SAVIOR_CHURCH_&_SCHOOL
Niagara Falls,OVER_THE_FALLS_TOURS
Lagrangeville,OVER_THE_TOP_LIMOSINE
Owego,OWEGO-APALACHIN_CENTRAL_SCHOOL
Lee Center,PAINE_BUS_SERVICE
Clifton Park,PAL'S_AFTER_SCHOOL&SUMMER_CAMP_INC.
New York,PAPIS_TRANSPORT_CORP
L.I.C.,PARIS_LIMOUSINE_SERVICE_CORP
Kings Park,PARTY_LINE_LIMO._INC.
Flushing,PASTORA_TRANSPORTATION
Patchogue,PATCHOGUE_MEDFORD_CSD
New York,P.A.T._INTERNATIONAL_INC.
Uniondale,PAT_KAM_TRANSPORTATION
Syracuse,PATRICAN'S_LIMOUSINE_SERVICE_LTD
Pavilion,PAVILION_CENTRAL_SCHOOL_DISTRI
Buffalo,PEACE_OF_MIND_QUALITY_CHILD_CARE_IN
Brooklyn,"PEBBLES_TRANSPORTATION_CO.,_INC."
Penfield,PENFIELD_PRESBYTERIAN_CHURCH
New York,PEONY_TOURS_INC
Brooklyn,"PERFECT_CHOICE_AMBULETTE,_INC"
Freeport,PERFECTING_FAITH_CHURCH_INC
Poughkeepsie,PERSISTANT_CAR_SERVICE_CORP
Staten Island,PERSONAL_TOUCH_TRANSPORTATION_LTD.
New Hyde Park,PERSONAL_TRANSPORTATION
Secaucus,PETER_PAN_BUS_LINES_INC.
Brooklyn,PETE_&_SALS_HARBORVIEW_TRANSPORTATI
Brooklyn,P_&_G_TRANSPORTATION_INC
Cold Spring,PHILIPSTOWN_RECREATION_DEPT.
Flushing,"PHOENIX_TOUR_BUS_,_INC"
Jamaica,PICKWICK_SCHOOL_INC.
Schenectady,PILGRIM_HOLINESS_CHURCH
Pine Plains,PINE_PLAINS_CENTRAL_SCHOOL
Plainview,PLAINVIEW_OLD_BETH_PAGE_CSD
Plattsburgh,PLATTSBURGH_YMCA
New Rochelle,PLAYFUL_WONDERS_INC
Port Jervis,PORT_JERVIS_CITY_SCHOOL_DISTRICT
Locust Valley,PORTLEDGE_SCHOOL_INC.
Brooklyn,POST_TIME_ENTERPRISES_INC.
Poughkeepsie,POUGHKEEPSIE_CITY_SCHOOL
Prattsburg,PRATTSBURG_BUS_LINE
Whitestone,PRECIOUS_MOMENTS_NURSERY_DAY_CARE
Brooklyn,PREMIER_PARATRANSIT_LLC
Blauvelt,PRE_SCHOOL_PLAY_HOUSE_INC.
Brooklyn,"PRIME_TIME_BUS_CO.,_INC"
Amityville,PRIORITY_AUTO_&_FLEET
Brooklyn,PRIVATE_TRANSPORTATION
Woodhaven,PROFESSIONAL_TRANSIT_____D/B/A
Brooklyn,"PROGRAM_DEVELOPMENT_SERVICES,_INC"
Brooklyn,PROGRESS_TRANSIT_INC
Bronx,PRO_MED_AMBULETTE
Flushing,PROMISE_TOURS_INC
Putnam Station,PUTNAM_CENTRAL_SCHOOL
Brewster,PUTNAM_HEAD_START
Coeymans Hlw,Q-ROO_TRANSPORTATION
Sparowbush,QUALITY_BUS_SERVICE_LLC_(DISTRIB)
Victor,QUALITY_TRANSPORTATION_GROUP_INC
Valley Stream,QUEENS_EXPRESS_BUS_COMPANY
Buffalo,RAGGEDY_ANN_&_ANDY_COMPREHENSIVE
Bronx,RAINBOW_AMBULETTE_SVC
East Rockaway,RAINBOW_MEDICAL_TRANSPORTATION
Arcade,RAINBOW'S_END_DAYCARE
Yorktown Heights,RANDALLS_ISLAND_GOLF_SHUTTLE_INC
Raquette Lake,RAQUETTE_LAKE_UNION_FREE_SCHOOL
Ransomville,"RB_LINES,_INC."
Utica,R.C._DIOCESE_OF_SYRACUSE
Bronx,"RCR_TOURS,_INC"
Bronx,RD_2_SUCCESS_EXPRESS_INC
Niagara Falls,READY_TO_GROW_LEARNING_CENTER
New York,READY_TO_ROLL_TRANSPORTATION_INC
Flushing,"RECEPTIVE_TOURS,_INC"
Binghamton,REDI_VAN_INC
Albany,REHABILITATION_&_SUPPORT
Altamont,REHABILITATION_SUPPORT_SERVICES_INC
Islandia,RIDES_UNLIMITED_OF_NASSAU_&_SUFFOLK
Lyndonville,RIDGE_ROAD_EXPRESS_(LYNDONVILLE)
Portchester,RIDGE_ST._SCHOOL
Selden,RIGHT_CHOICE_LIMOUSINE_LLC
Holbrook,RIGHT_CHOICE_TRANSPORTATION
Buffalo,RIPEN_WITH_US_CHILD_CARE_CTR.
Brooklyn,RITE_CHOICE_AMBULETTE
Ogdensburg,ROBERT_BERG
Brooklyn,ROBIN_BUS_CO._INC.
Rochester,ROCHESTER_SCHOOL_FOR_THE_DEAF
Congers,ROCKLAND_COUNTRY_DAY_SCHOOL
Monsey,ROCKSHIRE_CORP_DBA_ROCKSHIRE_TRANSI
Liberty,ROLLING_V_BUS_CORP
Accrod,RONDOUT_VALLEY_CENTRAL_SCHOOL
Rockville Center,ROSA_LEE_YOUNG_CHILDHOOD_CENTER
East Hampton,ROSS_SCHOOL
Brooklyn,ROUND_TRIP_TRANSPORTATION_INC.
Roxbury,ROXBURY_CENTRAL_SCHOOL
"Rego Park,",ROYAL_EXPRESS_LINE_CORP
Valley Stream,ROYALTY_TRANSPORTATION_LLC
Yonkers,"ROYAL_WAY_LIMOUSINE,_INC"
Bronx,R_&_R_ROAD_LIMOSERVICE_INC
Nesconset,R_S_J_H
Staten Island,R_&_S_TRANSPORTATION
Dix Hills,RUMBA_EXPRESS_INC.
Yonkers,SACRED_HEART_HIGH_SCHOOL
Brooklyn,SAFA_AMBULETTE_LLC
Brooklyn,SAFE_AMBULETTE_CORP
Salamanca,SALAMANCA_CITY_SCHOOLS
"New Hyde Park,",SALMA_TRANSPORTATION_LLC.
Hempstead,SALVATION_ARMY_HEMPSTEAD_DAYCARE_CT
Little Neck,SAMUEL_FIELD_YM-YWHA
Hicksville,SANDRA_TRANSPORTATION
Yonkers,SATCO_AMBULETTE_INC.
Scarsdale,SCARSDALE_UNION_FREE_SCHOOL_DI
Schenectady,SCHEN._CO._ACTION_PROG._HEADSTART
Deposit,SCHOLASTIC_BUS_CORP.
Watkins Glen,SCHUYLER_CO._CHAPT._NYSARC
Scio,SCIO_CENTRAL_SCHOOL_DISTRICT
Bronx,SENIOR_RIDE_TRANSPORTATION_LLC
Peekskill,SETTEMBRE_BUS_CO_INC.
Williamsville,S_&_F_TRAVEL_INC
Holtsville,SHAMUS_COACH
Sherman,SHERMAN_CENTRAL_SCHOOL
Shoreham,SHOREHAM_WADING_RIVER_C.S.D.
Brooklyn,"SKYHAWK_TOURS,_INC."
Brooklyn,"SKYLINE_TOURS,_LLC"
Smithtown,SMITHTOWN_GOSPEL_TABERNACLE
Roosevelt,S_&_N_CHARTERS
Turin,SOUTH_LEWIS_CENTRAL_SCHOOL
Spencerport,SPENCERPORT_CENTRAL_SCHOOLS
Spencer,SPENCER_VAN-ETTEN_CENTRAL
E. Elmhurst,S._R._TRANSPORTATION
Cedarhurst,STAN'S_HUMMER_INC.
Deer Park,STAR_CITY_LIMOUSINE_INC
Hauppaugh,STARLIGHT_TOURS_INC
Flushing,STEPHANIE'S_SERVICE_INC
Brooklyn,STERLING_COACH_USA_LLC
Fresh Meadows,ST._FRANCIS_PREP
Staten Island,ST_JOSEPH_BY-THE-SEA_HIGH_SCHOOL
Buffalo,ST._JOSEPH_UNIVERSITY_PARISH
Munnsville,STOCKBRIDGE_VALLEY_CENTRAL_SCH
Cornwall,STORM_KING_SCHOOL
Bayshore,SUFFOLK_TRANSPORTATION_SERVICE
Brooklyn,SUNFLOWER_BUS_INC
Yaphank,SUNSHINE_CAMP_CORP.
Rochester,SUNSHINE_VILLAGE_CHILD_CARE_CENTER
Brewster,SUPERIOR_AMBULETTE_INC.
Brooklyn,SUPPORT_TRANSPORTATION_INC.
Ithaca,SWARTHOUT_COACHES
Brooklyn,TALMUD_TORAH_OF_KASHO
Brooklyn,TALMUD_TORAH_OHR_MOSHE
Brooklyn,TALMUD_TORAH_TZEMACH_TZADDIKVIZNITZ
E Elmhurst,TATIANA_TRANSPORTATION
Niagara Falls,TAXI_UNLIMITED_INC.
Poughkeepsie,TC_HUDSON_VALLEY_AMB_CORP_DBA_TRANS
Brentwood,"T_&_C_TOURS,_INC."
Far Rockaway,TEMANA_ASSOCIATES_INC.
Horseheads,TERP'S_ENTERPRISES_INC
Kew Gardens,TERRY_TRANS_DBA_MANHATTAN_AMBULETTE
Mount Vernon,T.F.D._BUS_CO_INC.
Inwood,THE_AMAYA_BUS
Eggertsville,THE_BUFFALO_ACADEMY_OF_THE_SACRED
Buffalo,THE_BUFFALO_SEMINARY
Jamaica,THE_LOVEBIRDS_BUS_&_VAN_SERVICE
West Chester,THG_TRANSPORT_INC
Ticonderoga,TICONDEROGA_CENTRAL_SCHOOL
Kenmore,TINY_TREASURES_DAY_CARE
Tioga Center,TIOGA_CENTRAL_SCHOOL_DISTRICT
Ossining,T.L.C._BUS_CORP.
Ossining,T.L.C_LIMISOUNE_CROP
Brooklyn,TNJ_TRANSPORTATION_-D/B/A
Staten Island,T.N.T._TRANSPORTATION_INC
Brooklyn,TOLDOS_MEIR_INC.
Elmhurst,TOMORROW_TOURS_INC.
Ronkonkoma,"TOP_LINE_TRANSPORT,_LLC"
C. Islip,TOTLEYS_INC.
Flushing,TOUR_LINE_INC
Albany,"TRANSHELP_TRANSPORTATION_SERVICES,L"
Woodside,TRANSXPRESS_SERVICES_INC
Brooklyn,TRAVEL_BY_SUPERIOR_INC.
Trumansburg,TRUMANSBURG_CENTRAL_SCHOOL
Tully,TULLY_CENTRAL_SCHOOL
Brooklyn,TWINS_AMBULETTE_SERVICE_INC.
New Windsor,UNION_AVE._Y
Brooklyn,UNITED_TALMUDICAL_SEMINARY
L.I.C.,UNIWORLD_TOURS_INC.
Dix Hills,UPPER_ROOM_CHRISTIAN_SCHOOL
Saratoga Springs,UPSTATE_TRANSIT_OF_SARATOGA_LLC
Elmhurst,VANYS_TRANS.
Far Rockaway,V&C_TRANSPORTATION
Waterford,WATERFORD_HALFMOON_SCHOOL_DISTRICT
Waterloo,WATERLOO_CENTRAL_SCHOOL
Waverly,WAVERLY_CENTRAL_SCHOOL_DISTRIC
Ontario Center,WAYNE_CENTRAL_SCHOOL
Oakdale,"WEDRIVEU,_INC"
Newport,WEST_CANADA_VALLEY_CENTRAL_SCH
Yonkers,WESTCHESTER_AMBULETTE_SERVICE_INC.
Buffalo,WESTERN_NY_MARITIME_CHARTER_SCHOOL
Syracuse,WESTHILL_CENTRAL_SCHOOL_DISTRI
Vails Gate,"WEST_POINT_TOURS,_INC._(HF)"
Saint James,WE_TRANSPORT_INC
Jamaica,WE_TRANSPORT_INC.
Hempstead,WE_TRANSPORT_INC._(GARDEN_CITY)
Roosevelt,WHITEHOUSE_EARLY_LEARNING_CENTER
Springfield Gardens,WHITESANDS_TRANSPORTATION_LLC.
Whitney Point,WHITNEY_POINT_CENTRAL_SCHOOL
Leroy,WILCOX_MINI_BUS_SERVICE
Roslyn,WILLOW_BUS_SERVICE
Yonkers,"WOLVERINE_LINE,_INC."
Worcester,WORCESTER_CENTRAL_SCHOOL
Flushing,WORLD_AMBULETTE_TRANSPORTATION_INC
New Square,YAD_EZRAH_INC.
Flushing,YEHUU_INC.
Brooklyn,YELED_V'YALDA_EARLY_CHILDHOOD_CTR.
Brooklyn,YESHIVA_BNOS_AHAVAS_ISRAEL
Brooklyn,YESHIVA_OF_KINGS_BAY_INC
Brooklyn,YESHIVA_R'TZAHD
Brooklyn,YISMACH_LEV_TRANS_CORP
Rochester,YMCA_OF_GREATER_ROCHESTER
Kingston,YMCA_OF_KINGSTON_AND_ULSTER_COUNTY
Middletown,YOUNG_MEN'S_CHRISTIAN_ASSOCIATION
Laurelton,YOUR_TRANSPORTATION_SERVICE_INC.
Depew,ABC_DAY_CARE
Saugerties,A_BLACK_TIE_LIMOSINE
Staten Island,A_&_B_VAN_SERVICE
Bronx,ACCESS_AMBULETTE
Plattsburgh,ADV0CACY_AND_RESOURCE_CENTER
Fredonia,AGRIBUSINESS_CHILD_DEVELOPMENT
Brooklyn,AHAVA_ACCESS_INC
Valley Stream,AIRPORT_TRANSPORTATION
New York,A_J_TRANSPORTATION
Ozone Park,ALI_COACH_INC
Valley Stream .,ALLURE_TRANSPORTATION_INC.
Staten Island,ALPHA_BUS_COMPANY
Schenectady,"ALTAMONT_AVENUE_TAXI,_LLC"
Brooklyn,AMBU-CARE_INC
Staten Island,AMERICAN_DREAM_COACHES_INC
Bedford Hills,AMERICAN_GYMNASTICS
Staten Island,AMERICAN_TOURS_&_TRAVEL_INC
Nanuet,AMERICAN_TRANSIT_OF_ROCKLAND_INC.
Brooklyn,ANCHOR_BUS_CO_INC
Andes,ANDES_CENTRAL_SCHOOL
Coram,ANGEL_CARE_AMBULETTE_INC.
Brewster,ANNA'S_AIRPORT_&_LIMO_SERVICE_INC.
Lagrangeville,ANN_TRANSPORTATION_CORP.
Bronx,AQUINAS_HIGH_SCHOOL
Rochester,AQUINAS_INSTITUTE
Brierwood,ARCHBISHOP_MOLLOY_HIGH_SCHOOL
Buffalo,ARIES_TRANSPORTATION_SERVICE
Armonk,ARMONK_LIMOUSINE_CAR_SERVICE_INC.
Brooklyn,"AROUND_NY_TOURS,_INC"
Rochester,"AROUND_TOWN_LIMOUSINE,_INC"
Forest Hills,ASC_TRANSPORTATION
East Islip,A_&_S_LIMOUSINES
Brooklyn,ASPIRITY_TRANS._INC.
New York,"ATTITUDE_NEW_YORK,_INC."
Union Springs,AUBURN_MEDICAL_TRANSPORT_CO._INC.
Brooklyn,"A_&_W_TOURS,_INC."
Ronkonkoma,BAMBI_TRANSPORTATION
Syracuse,BAND_AID_PERSONAL_CARE_SERVICES
Rego Park,"BARUKH_MEDICAL_TRANSPORTATION,_INC"
L.I.C.,BASIT-N-TARIO_AMB_SER_LTD
Port Chester,BATES_AMBULETTE_SERVICE
Beaver Falls,BEAVER_RIVER_CENTRAL_SCHOOL
Brooklyn,BEISCHINUCH_BEIKVEI_HATZION_INC.
Brooklyn,BELLA_BUS_CORP
Brooklyn,BEST_TRAILS_AND_TRAVEL_CORP
Brooklyn,BETH_JACOB_DAY_SCHOOL
Brooklyn,BILAL_EXPRESS_TRANSPORTATION_LTD
New Hyde Park,"BILSCARD_NEW_YORK,_INC."
Elmsford,BIRD_BUS_LEASING
Brooklyn,BISHOP_FORD_CENTRAL_H.S.
Rochester,BISHOP_KEARNEY_HIGH_SCHOOL
Astoria,"BLS_LIMOUSINE_SERVICE_OF_NY,_INC"
Brooklyn,BNOS_CHAYIL
Patchogue,BOCES_#1_OF_SUFFOLK
Goshen,BOCES_ORANGE/ULSTER
Mexico,BOCES_OSWEGO_COUNTY
Armonk,BREEZEMONT_DAY_CAMP
Briarwood,BRIAR_CENTER_INC
Bridgehampton,BRIDGEHAMPTON_UFSD
New Paltz,BRIGHT_BEGININGS_OF_NEW_PALTZ_INC.
Brocton,BROCTON_CENTRAL_SCHOOL
Amsterdam,BROWN_COACH_INC
Brooklyn,BRUNO_AMBULETTE_INC.
Middletown,BUNCHES_OF_LOVE_INC.
Corona,BUSY_BEE'S_TRANSPORTATION
Brooklyn,B_Z_TRANSPORTATION_CORP
Campbell,CAMPBELL-SAVONA_CENTRAL_SCHOOL
Hartsdale,CAMP_HILLARD_INC.
Canajoharie,CANAJOHARIE_CENTRAL_SCHOOL
Watertown,CAPC_OF_JEFFERSON_CO._INC._HEAD_STA
Bronx,CARDINAL_HAYES_HIGH_SCHOOL
Jamaica,CAREY_TRANSPORTATION_INC.
Carle Place,CARLE_PLACE_U.F.S.D.
Carthage,CARTHAGE_CENTRAL_SCHOOL
Islip,C&C_AMBULETTE_SERVICES_CORP
Flushing,CECILIA'S_J._TRANSPORTATION
Jamaica,CEDI_TRANSPORTATION_SERVICE
Port Washingtion,CHABAD_OF_PORT_WASHINGTON
Mineville,CHAMPLAIN_VALLEY_EDUCATIONAL_SERVS
Davenport,CHARLOTTE_VALLEY_CENTRAL_SCHOO
Freeport,CHECKMATE_TRANSPORTATION_CORP.
Mechanicville,CHILDREN'S_ACADEMY_OF_MALTA
Fort Drum,CHILD_&_YOUTH_SERVICES
Chittenango,CHITTENANGO_CENTRAL_SCHOOL
Brooklyn,CHRISTIAN_AMBULETTE_INC
Flushing,CIH_TOURS_INC
Star Lake,CLIFTON_FINE_CENTRAL_SCHOOL
Clinton,CLINTON_CENTRAL_SCHOOL
Nanuet,CONG_KOLLEL_NOAM_ELIMCH_LITZENKS
Monsey,"CONGREGATION_TALMUD_TORAH,_INC"
Valley Stream,CONTINENTAL_LIMOUSINE_LLC
Copenhagen,COPENHAGEN_CENTRAL_SCHOOL
Jackson Heights,COSMO_JA_CORP
Melville,CRESTWOOD_COUNTRY_DAY_SCHOOL
New York,CRISTO_REY_NY_HIGH_SCHOOL
Brooklyn,CROSSTOWN_TRANS_INC
Herkimer,"CRYSTAL_COACH_CHARTERS,_INC."
South Amboy,"CUSTOM_COACH_AND_LIMO,_LLC"
New York,DEAD_APPLE_TOURS_LLC
Montclair,DECAMP_BUS_LINES
Rhinebeck,DEFILE_TRANSPORTATION_INC.
Delhi,DELAWARE_ACADEMY_&_CENTRAL_SCH
Port Washington,DELL_TRANSPORTATION_CORP.
Port Washington,DELUX_LIMOUSINE_SERVICE_INC.
Brooklyn,DERECH_TRANSPORTATION_LLC
Albany,DOANE_STUART_SCHOOL
Endwell,DONSON_TRANSPORTATION_SERVICE
Middletown,DOOR_TO_DOOR_AMB_SERV_OF_NY_LLC
Bronx,DORCAL_EDENWALD
Yonkers,"DTS,INC.DBA_DOMINO_TRANSPORT_SERVIC"
Bedford Hills,DUVOR_TOV
W. Islip,DYNASTY_LIMOUSINES
Painted Post,EARL_A._TITUS
Flushing,EASTERN_BUS_SERVICE_INC
Flushing,EASTERN_SCHOOL_BUS_CORPORATION
Jamaica,ECLIPSE_TRANSPORTATION_CORPORATION
Williamsville,ELDERWOOD_TRANSPORTATIONCOMPANY_LLC
Hagaman,ELIZABETH_FEULNER
Ellicottville,ELLICOTTVILLE_CENTRAL_SCHOOL
Elmont,ELMONT_U.F.S.D.
Bayside,EMERALD_TRANSPORTATION
Troy,EMMA_WILLARD_SCHOOL
Melvilleale,"EMPIRE_STATE_MEDI-CAB,_INC."
East Chester,ENCHANTED_COACH_CORP.
Brooklyn,ESCORT_LIMO_INC
Kew Gardens,E_SHOLOM_INC
Staten Island,ESTHER_TRANSPORTATION_INC
Brooklyn,EVE_CONSOLIDATED_BUSINESS_ENT._INC.
Ithaca,EXPERIENCE!_THE_FINGER_LAKES_LLC
Queens Villiage,FABIAN_TRAVEL_AND_TOURS_INC
Glen Cove,FACILITY_TRANSPORT_SOLUITION_INC
Poughkeepsie,FAITH_ASSEMBLY_OF_GOD
Falconer,FALCONER_CENTRAL_SCHOOL
Brooklyn,FAST__HELP_AMBULETTE
Staten Island,FELLOWSHIP_BAPTIST_CHURCH
Hilton,FIRST_BIBLE_BAPTIST_NORTHSTAR
Plattsburgh,FIRST_TRANSIT_OF_PLATTSBURGH
Fishers Island,FISHERS_ISLAND_SCHOOL
Moira,FOBARE'S_AMBULETTE_SERVICE
Forest Hills,FOREST_HILLS_NURSERY_&_KINDER
Staten Island,FORWARD_AMBULETTE_INC.
Ogdensburg,FRARY_MEDICAL_TRANSPORT
Seneca Falls,F&T_MEDICAL_TRANSPORTATION
Flushing,FULL_GOSPEL_N.Y._CHURCH
South Massapequa,GALAXY_LUXURY_COACH_INC.
Newburgh,GALLAGHER_BUS_SERVICE_CORP.
So. Fallsburg,GERSHOWITZ_TRANSPORTATION_INC
Brooklyn,GIRLIES_AMBULETTE_SERVICE_INC
Brooklyn,GOLDEN_AGE_ADVENTURE_TRAVEL_CORP.
Corona,GOLDEN_AGE_COACH_EXPRESS_INC
Farmingdale,GOTHAM_GOLD_BUS_CORP
Maspeth,GRAND_AMBULETTE_SERVICE
Geneva,"GRAPEVINE_COUNTRY_TOURS,_INC."
Great Neck,GREAT_NECK_U.F.S.D.
Watertown,GUILFOYLE_AMBULANCE_SERVICE
Queens Village,GUYMACK_EXPRESS_INC
Hamilton,HAMILTON_CENTRAL_SCHOOL
Bohemia,HAMPTON_TRANSPORTATION_VENTURES_INC
Flushing,HANARO_NY_TOURS_INC
Jamestown,HERITAGE_HOUSE_CHILD_CARE_CENTER
Freeport,HIGH_HELLO_CHILD_DAY_CARE_CENTER
Highland Falls,HIGHLAND_FALLS_FT._MONTGOMERY_C.S.D
Baldwin,HIS_&_HERS_COACHWAYS_INC
New York,H.I.S.INTERNATIONAL_TOURS(NY)INC.
Hamburg,HOPEVALE_UNION_FREE_SCHOOL_DISTRICT
Rosedale,HUMMER_TRANSPORTATION
Inwood,HUNTER_AMBULETTE-AMBULANCE_INC
Hamburg,IMMACULATA_ACEDEMY
Flushing,IMMANUEL_GROUP_INC
Hewlett,INDEPENDENT_COACH_CORP
Brooklyn,INFINITE_TRAVEL_CORP
Brooklyn,INNER_FORCE_TOTS_INC.
Brooklyn,INTEGRITY_CARE_AMBULETTE
Spring Valley,JACOB_SURKIS
Jamaica,JAMZONE_VAN_SERVICE_INC
Watertown,JEFFERSON-LEWIS_BOCES
Jericho,JERICHO_PUBLIC_SCHOOLS
Brooklyn,J._HANUKOV_BUS_SERVICE
Portchester,J_&_J_TRANS_&_VAN_SERVICE_INC
Jamaica,J_&_J_VAN_SERVICE
Queens Village,KAREN'S_TRANSPORTION_CORP
Bayside,KATHERINE_TRANSPORTATION
Avon,KEMP'S_BUS_SALES_LLC
Monsey,KHAL_IMREI_CHAIM
Port Jefferson Sta,KINDER_CARE_LEARNING_CENTER
Bellport,KINGLY_COACH_INC.
Bronx,KINGSBRIDGE_INNOVATIVE_DESIGN_CS
Brooklyn,KRYSTALE_VAN_LINES
Baldwin,LAERN_&_PLAY_CENTER_INC
Brookhaven,LAIDLAW
Lansing,LANSING_CENTRAL_SCHOOL
Springfield Gardens,LAUREN_AMBULETTE_TRANSPORTATION
Freeport,LEGACY_LIMOUSINES_BY_M&J
Islandia,LEGEND_LUXURY_TRANSPORTATION_INC
Brooklyn,LEIF_ERICSON_DAY_SCHOOL
Astoria,LEMOSTOURS_INC
Rosedale,LESRAINE_TRANSIT
Amsterdam,"LIBERTY_ENTERPRISES,_INC."
Rochester,LIFETIME_ASSISTANCE_INC.
Falconer,LIGHTHOUSE_TRANSPORTATION_SERVICES
Rockville Center,LIN-WILL_TRANSPORTAION_INC
Cheektowaga,LITTLE_TREASURES_CHILD_CARE_HOME_IN
Long Beach,LONG_BEACH_PUBLIC_SCHOOLS
Bellmore,LONG_ISLAND_PARTY_BUS_INC
Holtsville,LONG_ISLAND_SHUTTLE_CORP
Coram,L&R_LIMO_BUS_INC
Flushing,L&W_EXPRESS_VAN_SERVICE_CORP
Brooklyn,MAJOR_AMBULETTE_CORP
New York,"MANHATTAN_ATHLETICS,_LLC"
Margaretville,MARGARETVILLE_CENTRAL_SCHOOL
Brooklyn,MARINA_AMBULETTE_SERVICES_INC
Massapequa,MASSAPEQUA_PUBLIC_SCHOOLS
Ballston Spa,MATTHEW_BUSES_INC
E. Syracuse,MATTHEWS_BUSES_INC.
Mayfield,MAYFIELD_CENTRAL_SCHOOL
Flushing,MAZAL_BUS_SERVICE_INC
Mechanicville,MECHANICVILLE_PUBLIC_SCHOOLS
Ronkonma,MEDICAL_EXPRESS_INC
Bronx,METRO_BUS_CORP.
Middletown,MIDDLETOWN_CITY_SCHOOL_DISTRIC
Brooklyn,MINI_BUS_SERVICE_CORP
Brooklyn,MIRRER_YESHIVA_CENTRAL_INSTITUTE
Shortsville,MITCHELL_RECORD
Burlington flats,4AM_ENTERPRISES_LLC
Brentwood,A-1_QUALITY_LIMO_SERVICE_LLC
Coram,AAA_FIRST_CHOICE_LIMOUSINE_SRVC_INC
Mt vernon,A_&_A_SERVICE
Jamaica,ABI_LIMOUSINE_INC.
Poughkeepsie,ABILITIES_FIRST_INC.
Poughkeepsie,"ABILITIES_FIRST,_INC"
Rochester,ABLE_MEDICAL_TRANSPORTATION
Staten island,"ABLE_TRANSPORTATION_EQUIPMENT,_INC."
Jamaica,ABRAHAM_TRANSPORTATION_SERVICE
Albany,ACADEMY_OF_THE_HOLY_NAMES
Middletown,ACCESS_SUPPORTS_FOR_LIVING
Belmont,ACCORD_PROJECT_HEAD_START
Massapequa,"ACE_LIMO_NY,_INC."
Ronkonkoma,ACME_BUS_CORP.
Briarcliff,ACME_BUS_CORP_(BRIARCLIFF)
Staten island,ACT_AMBULETTE_INC
Boonville,ADIRONDACK_CENTRAL_SCHOOL
Corona,ADRILLIZZ_TRANSPORTATION
Bronx,ADS_BUS_SERVICE_INC
Brooklyn,ADVANTAGE_TRANSPORTATION_INC.
Brooklyn,AEROEXPRESS_INC
West seneca,AFFORDABLE_LIMO_SERVICE.COM
Fresh meadow,AGEE_INTERNATIONAL_INC
Albany,ALBANY_EXPRESS
Jamaica,AL_KHOEL_BENEVOLENT_ASSOCIATIO
Islandia,ALL_CORPORATE_TRANSPORT_INC
Carlstadt,ALLIANCE_BUS_GROUP
Ardsley,ALLIANCE_LIMOUSINE
Brooklyn,ALLMEDICAL_AMBULETTE_INC.
Orlando,"ALL_TOUR_OF_AMERICA,_INC."
Brooklyn,ALL_TOWN_CENTRAL_TRANSPORTATION
Jamaica,AL-MAMOOR_SCHOOL
Brooklyn,ALMAZ_TRANSPORTATION_INC
East setauket,AMBOY_BUS_CO._INC.
Brooklyn,AMBULETTE_STAR_TRANS._INC.
Brooklyn,AMERICAN_BIOMEDICAL_AMBU_SERVICE
Vestal,AMERICAN_STAR_SHUTTLE
Syracuse,AMERICA'S_MEDICAL_TRANSPORT
Ny,AMERILIMO_LLC
New york,AM_USA_EXPRESS_INC.
Great neck,AMY_TRANSPORTATION_INC
Patchogue,ANGIE'S_LIMO_SERVICE_LLC
Brooklyn,ANNA_TRANSPORTATION_CORP
Springfield gardens,ANTNANNZ_TRANSPORTATION_SERVICES_IN
Brooklyn,A_&_N_TRANSIT_CORP.
Bayside,APITIUDE_ENTERPRISES
New york,APPLE_TRAVEL_LIMO_SERVICE_INC
West new york,AR-COL_TRAVEL_ARRANGEMENTS_INC
New york,"ARC_XVI_FORT_WASHINGTON,_INC"
Brooklyn,"ARJ_TRANSPORTATION,_INC"
